ImageName,Text,Target
research-media-file-df02e0cb39cce2a1de469828493a3995.jpg,"@ Secure checkout John Lewis % 03456 049 049  2 2) 3  Delivery Review & pay Receipt  Review and pay  Z//al Use gift cards or gift vouchers  Payment details Eas VISAS Card type HRS Partnership Card 4, or Use PayPal Card number Expiry date  MM #| | YYYY +  Name on card  Security number  Sreren  Your billing address  ",2
Screenshot 2022-06-02 100838.png,Checkor  nent Amount Payment Method Customer information  Payment method Payment Details - ubtot: $s. Transaction fee $8.26 4000-1234- 8678-2010 [J Total: $375.66  ,2
Screenshot 2022-06-13 152314.png,6 Your xX | @ com x | @ poet x EY Your x Rede x | @ local x | C2 Fron X = @ Time X =m 90M x | U; The’ x | CO Hom x | B O1U x | AB sep x | @canix | + v _ x € C@  @ amazonnl/-/en/cpe/yourpayments/wallet?ref_=ya_d_c pmt_mpo# ax & meen @: % Ans Canvas“ Calculator Detexify ™ Dictionary OSIRIS PlanApp iCloud BookMySpace Driving Theory cs Pisep Qseppive 6 AMO Oo LAB2GO » ~| ff Other bookmarks  Add credit or debit card  Card number | Amazon accepts all major credit and debit cards:  Name on card A VISA  ndate 01 v 2022 v  Cancel [ Add your card  & Type here to search © ch |_ | ro) Cy 6 6 Lr G i”) @ Ze 16 coe Bi  ,2
Screenshot 2022-06-13 153921.png,"© comp x | @ poetry, x i) @ localh x | & Front: x Times x O.1Us x | BB SEPT x Word  @ iamsterdam.com/en  Canvas §@B Calculator % Detexify | Dictionary SIRIS n iCloud Ey kMySpace Driving Theory cs BR sep SEP Drive  MENU LANGUAGES  VISA visa- credit card Iam  MasterCard - Credit Card I Your shopping basket mastercard 24 Hour City Card 1x € 65.00 BP PayPal PayPal Digital card on smartphone € 0.00 Total € 65.00  American Express - Credit Card  Your information  iDEAL CONTINUE TO PAYMENT — ° Maestro - Credit Card maestro Go back Sofort  Lice JCB - CreditCard  ",2
Screenshot 2022-06-13 153955.png,"comp: x | © poetr, x x | @ localh x | & Front: x Times’ x O1Us x Word! X  @ Paym  secure.ogone.com 8 ew  lator Detexify P Dictionar iCloud [J Bo S OQ  Payment confirmation  Order reference : Payment-334136 Total charge : 65.00 EUR Beneficiary : I amsterdam via Ingenico Financial Solutions NV/SA  Pay with |e] card numbers:  Can I actuall with my Maestro card?  Expiry date (mm/yyyy)* : Card verification code*:[—_—|_- What is this? * Mandatory fields { Yes, I confirm my payment | Which personal information is collected and how is it used ?  WORLDLINE aw,  About Worldline |Security| Legal info  | Back |  ",2
Screenshot 2022-06-13 154949.png,"6 Your xX | @ com x | @ poet x | efe ic x | MH Rede x | @ local x | C Fron xX =@ Time X CS Hom x | ® O1L x | AB Sep x | ©) Gith x | @ sant x ba bole X + v - x  a0@:  cs Pi sep @sepprive G6 @ M GC © BW 1ae2Gc0 » | BM Other bookmarks  <€ C | & bol.com/nl/mwy/checkout?bligh=uB56b6cKh5A-O78gkpVLng.2.3.Login&modal=CREDIT_CARD_NEW Ser bAR®  % ans Canvas @ Calculator Detexify ™ Dictionary OSIRIS @ PlanApp iCloud BookMySpace [fj Driving Theory  credit card  Card number  Expiry date  MM/ JJ  Often marked ""Valid thru"" on the ma  CVC/CID-code @)  Name on the card  LE] Save my card details @®  Further  in the  P& Type here to search (Oo) [ei BY) @ .G~enn Bt  13/06/2022 44) ",2
Screenshot 2022-06-13 155658.png,"@ comp: x | @ poet BB Reden x | @ localh x | © Fronte x Times x 0. C Shop  @ flowers.nl,  lator += Detexify  Dictiona N a vi i) SEP Drive  Select size: small | Vase?: No vase | Add Chocolates?: | Select card type: Lots of strength - Sterkte (€2.00) | Your message on the card: love you  ig details  The shipping method we use for delivery. | You can enter the address & delivery details on the next page.  Netherlands » | Local Florist  Select how you want to pay later.  NOTE: This is a preselection. Only after filling in all delivery & address details on the next page you will be ask to pay. O Apple Pay @® Mastercard  wsa Visa ©O #® Bancontact  SOFORT  @@ Giropay  VISA lex) @ ££ Credit card  Do you have a voucher/discount code? You may enter this here.  Sales Tax L 9% (inc): €3.54 Total: €42.90  alarlir<mvelela  On the next page you can enter the delivery details.  ",2
Screenshot 2022-06-13 155838.png,"comp x | © poetr, x ) x | @ localt © Front: x Times x  @ payv2.multisafepay.com)  tor Detexify M Dictionary SEP Drive  Urlowers. as  delivering your emotions  www.Flowers.NL -Your Florist-  Webshop Order  Details:Order 3594x124814  Tot:  42.90 EUR  Mastercard  Bank, Banktransfer IDEAL  a Bancontact  Tan ences © American Express  Maestro  VISA visa  Giropay  06/2022 ",2
Screenshot 2022-06-13 155854.png,"comp x | © poetr, x ) x | @ localt © Front: x x  @ payv2.multisafepay.com)  tor B% Detexify P Dictionary ving Thi SEP Drive . BIS  flowers.  www.Flowers.NL -Your Florist-  Webshop Order Details:Order 3594X124814  Total: 42.90 EUR o Mastercard  Card number  Card holder  Expiry date cvc/cvv  © Cancel  Powered by MultiSafepay  a!  06/2022 ",2
Screenshot 2022-06-13 160210.png,"@ con x | © poe x 2 c C 0 Q Git! x  @ tripadvisor.com,  lator Detexify M Dictiona @ PlanApp MySpe ving Theo ® sep SEP Drive  Payment Details @ This form is encrypted and your information is always guaranteed secure. View Details Review Order Details  2-Hour Eindhoven City Self-Guided Walking Tour  e © (18 reviews)  2-Hour Eindhoven City Self-Guided Walking Tour  Tuesday, June 14, 2022  Cardholder Name * 2 Adults Non-refundable  © Cred Cons 8 MI 890 Tax  O PayPal P  CO Google Pay [6a]  Booking Fee @ €0.00 Credit/debit card number * Subtotal: €15.00 Total: €15.00 aA Expiration date * CVC Code * Month + Year + Book with confidence qo Lowest price guarantee Billing Address Find it cheaper? We'll refund the difference Country Postal/Zip Code’ A Privacy protection We use SSL encryption to keep your United States bd dete soeue py  i?) 24/7 global support  Add this card to your account for future use @ Get the answers you need, when  EN  16:02  13/06/2022 ",2
Screenshot 2022-06-13 160537.png,Outlook Overview Ora Q Search fron Virtuall y n ‘ : . = oe ; iN Get Started = | TUe Software = a . : . Title* Categories v sg All items * Required a @ Passwords Spotify. n Card Details a5 ca & Secure Notes rc ) x) GH Credit Cards Cardholder Name  ReadMe.pdf © Google @ Personal Info  Chrome  Card Number* Tools v  (@ Password Generator * Required  @ Password Health Expiration Date cv (Oo) * © DataBreach Scanner @  Emergency Access a taney) Card PIN Qe ZIP or Postal Code WhatsApp Adobe _Intelli  SE Creati... ~ 2020.22  - ge 16:05 EO Type here to search oN G @ | ING  J 13/06/2022  ,2
Screenshot 2022-06-13 161842.png,"Your Pr | @ compu | © poetry o dem | @ localho | (> Fronte Times! 0.1 Use | AB SEP_Ti | €) GitHub | F FRAM URE Wi ee a  a tt  C  @ michaelkors.eu,  Edit billing address Add a new billing address VIEW ORDER DETAILS v  By clicking PAY NOW you agree to the Michael Kors Terms & Conditions and Privacy Policy.  F Apply a Promo Code  Enter promo code  APPLY  CANCEL  Apply a Gift Card  Debit / Credit Card  Pay over time with Klarna lama. Pay Now with Klarna loa. Pay Later with Klarna lama. e PayPal P PayPal  35. ORDER CONFIRMATION  checkout/-shopping-bag-promo  en  16:18 13/06/2022  © ENG ""5  ",2
Screenshot 2022-06-13 161923.png,"Your Pr | @ compu | © poetry Co m | @ localhc | € Fronte Times! 0.1 Use | AB SEP_Ti | €) GitHub | F FRAM URE Wi ee a  C  @ michaelkors.eu, y ew  Edit billing address Add a new billing address VIEW ORDER DETAILS Vv “  PAY NOW  By clicking PAY NOW you agree to the Michael Kors Terms & Conditions and Privacy Policy.  SELECT A PAYMENT METHOD  + Apply a Promo Code  Apply a Gift Card  Debit / Credit Card  = Oe  NAME ON CARD*  CARD NUMBER*  EXPIRATION DATE (MM/YY)  MM YYYY  SECURITY CODE*  cv  Pay over time with Klarna  Pay Now with Klarna  ",2
Screenshot 2022-06-13 162646.png,@ con x | © poe x @i) x te @ loc x | © Fro Q Git! x vs @ But x  @ shop butipelletterie.com/en/orde ae  EuR€ v @eENG Puté av Ye  WOMAN UNIVERSATILE MAN SMALLLEATHERGOODS SALE  BUTI'S WORLD Search... Q  Pay Pay now with the card saved in your device by clicking on the button above or fill in your card details below and submit at the end of the page © vocoat @ ee ton masters = WISA  Cardholder's Name”  Card Number*  1234 1234 1234 1234 a Expiry date” cvcicw MM / YY cvc ta)  Postal code*  90210 an  Pay by bank wire  Waiting for analytics.google.com...  16:26  © ENG 13/06/2022 Fis  ,2
Screenshot 2022-06-13 163018.png,You x | @ con x | © poe x 2i) @ loce x | & Fro x Q Git! x  C  @ pay.mollie.nl/payment/start/e5 b  Order 58 Stichting Eindhoven 365  | @\ VISA AMEX @8  Pay €64.95 >  fa Payment secured and provided by mollie  ,2
Screenshot 2022-06-13 163656.png,"@ con x | © poe x  @ coolblue.nl  x  es  x  @ Fro: x  Q Git! x  @ key x @ Pay x  a tt  PAYMENT METHOD.  How would you like to pay?  Redeem gift card  re)  DEAL (ete tate  @ credit cara  VISA  Card number  Name cardholder  No name was entered.  Expiration date  cvcicw @  e Bank transfer  Shopping cart  Logitech K380 Wireless Keyboard QWERTY  Pink Shipping costs Free Total amount € 49,99  > Edit shopping cart  ",2
Screenshot 2022-06-18 123420.png,"x Docum a tion - J. x  guess.eu,  Size: 40 q juantity: 1 4. PAYMENT & BILLING INFO Quantioy 181.00 € Choose a Payment Method please PAYMENT TYPE ° Giftcard You'll have to enter your gift card number and PIN. © FS cedit cara You can select a saved card or enter your card details. You can pay with a Visa, MasterCard or American Express card. P. PayPal You will be redirected to the PayPal website to complete the payment. Sofort You will be redirected to the Sofort website to complete the payment. psy Ideal You will be redirected to the iDeal website to complete the payment. FOLLOW US CORPORATE NEWSLETTER CUSTOMER SERVICE LEGAL AREA .  1234  18/06/2022 ",2
Screenshot 2022-06-18 123438.png,tion - J. x  GUES:  Card Number ma  cw a  EXPIRES  Select Month v Select Year v  INVOICING DATA  CO. Use Shipping Address for my billing information  First Name *  Last Name *  Address 1 *  Company (max. 35 characters)  City *  FOLLOW US CORPORATE NEWSLETTER CUSTOMER SERVICE LEGAL AREA . 1234  18/06/2022 ,2
Screenshot 2022-06-18 124453.png,"@ sandals -  &  Cc  oogle Search x  @ gs-checkout.nike.com,  Nike Checkout x +  4y  au, au/SOFBQUFCTXZmRmtvZmVrUm|  Have a promo code?  Promo  How would you like to pay?  Your card provider may charge you an international transaction fee for this payment, which may be processed outside of Australia. Please confirm with your payment provider.  & Credit or Debit Card  P PayPal  afterpay>  Enter your payment details:  hWUNEYmYrVmErUTaeHdBPQ2#payment.  Order Summary  Subtotal $210.00 Delivery/Shipping Free Total $210.00  Arrives Mon, 27 June - Fri, 15 July  Nike Air Force 1 Crater Flyknit Next Nature Men's Shoes  (ty 1 } = Size US 9 $210  12:44  18/06/2022 ",2
Screenshot 2022-06-18 124509.png,"Nike Checkout x +  Cc buy/au/en-au/SOFBQUFCTXZmRmtvZmVrUmEwNUwrVjhwb mi V INEYmYrVmErUTaeHd BPC  afterpay> Enter your payment details:  Name on card  Card number wn  MM/YY cv  By clicking Place Order, you agree to the eShopWorld Terms and Conditions.  Delivery Edit  12:45  oS 18/06/2022  ",2
Screenshot 2022-06-18 124702.png,"Checkout |  Cc  HNL X =  @ charleskeith.eu/n!  2. PAYMENT  @ CHOOSE YOUR PAYMENT METHOD  | @ Credit Card/ Debit Card PayPal  CREDIT CARD/ DEBIT CARD DETAILS  Weaccept: Qi} [wsa) 3  Expiration Date"": | MM v wy  BILLING ADDRESS  @ Billing address is the same as delivery address  Add a new billing address  Send me CHARLES & KEITH new arrival updates, offers, and more.  l agree to CHARLES & KEITH’s Terms & Conditions and Privacy Policy.  Cryptocurrency  Subtotal Shipping & Handling  VAT  GRAND TOTAL INCL. TAX  View item details (1 item)  12:46  18/06/2022 ",2
Screenshot 2022-06-18 125108.png,"@ Sign in to your account x — g The New Yorker Digital Su X — @ Signin to your account  <€ Cc @ newyorker.com/v2, 004/pay  First name  Last name  Credit card number a  [=] a  Expiration date  Security code an Country United States of America v State v Zip code  12: 18/06/2022  EN  ",2
update-cc2.png,"Update Credit Card Card Number: Expiration Date:  Security Code:  Postal Code:  Update Credit Card  34 1234  3 digits - back of Visa - MC - Discover 4 digits - front right of American Express click here to find your Security Code  90210  Please note that for PCI and privacy/security reasons, credit card data  s transmitted via this form directly to our third party payment processor, Stripe, and is not retained by pair Networks. Please review the Stripe Terms and Conditions and Privacy policies.  ",2
zara1.png,ENTER YOUR CARD DETAILS  VISA  CARD NUMBER  CARD HOLDER  EXPIRY DATE Month  Cwv2 SECURITY CODE  (0)  svv2?  Lal  Year  TOTAL  79.95 EUR + INCLUDING VAT  HELP  CONTINUE ,2
zara2.png,ENTER YOUR CARD DETAILS  CARD NUMBER  CARD HOLDER  EXPIRY DATE Month  Cwv2 SECURITY CODE  (0)  svv2?  Lal  Year  TOTAL  Inet  79.95 EUR +  HELP  CONTINUE ,2
zara3.png,ENTER YOUR CARD DETAILS  CARD NUMBER  CARD HOLDER  EXPIRY DATE Month  Cwv2 SECURITY CODE  (0)  v2?  Lal  Year  TOTAL  79.95 EUR +  Ine  ie VAT  HELP  CONTINUE ,2
